Hour,DryBulbTemp_C,RelativeHumidity_%,Pressure_kPa,WindSpeed_m/s
5450,18.45,70.41,101.3,2.5
5451,18.45,70.41,101.3,2.5
5452,18.44,70.42,101.3,2.5
5453,18.44,70.43,101.3,2.5
5454,18.43,70.44,101.3,2.5
5455,18.43,70.45,101.3,2.5
5456,18.42,70.45,101.3,2.5
5457,18.42,70.46,101.3,2.5
5458,18.42,70.47,101.3,2.5
5459,18.41,70.48,101.3,2.5
5460,18.41,70.48,101.3,2.5
5461,18.4,70.49,101.3,2.5
5462,18.4,70.5,101.3,2.5
5463,18.4,70.51,101.3,2.5
5464,18.39,70.51,101.3,2.5
5465,18.39,70.52,101.3,2.5
5466,18.38,70.53,101.3,2.5
5467,18.38,70.54,101.3,2.5
5468,18.38,70.55,101.3,2.5
5469,18.37,70.55,101.3,2.5
5470,18.37,70.56,101.3,2.5
5471,18.36,70.57,101.3,2.5
5472,18.36,70.58,101.3,2.5
5473,18.36,70.58,101.3,2.5
5474,18.35,70.59,101.3,2.5
5475,18.35,70.6,101.3,2.5
5476,18.34,70.61,101.3,2.5
5477,18.34,70.61,101.3,2.5
5478,18.34,70.62,101.3,2.5
5479,18.33,70.63,101.3,2.5
5480,18.33,70.64,101.3,2.5
5481,18.32,70.64,101.3,2.5
5482,18.32,70.65,101.3,2.5
5483,18.31,70.66,101.3,2.5
5484,18.31,70.67,101.3,2.5
5485,18.31,70.67,101.3,2.5
5486,18.3,70.68,101.3,2.5
5487,18.3,70.69,101.3,2.5
5488,18.29,70.7,101.3,2.5
5489,18.29,70.71,101.3,2.5
5490,18.29,70.71,101.3,2.5
5491,18.28,70.72,101.3,2.5
5492,18.28,70.73,101.3,2.5
5493,18.27,70.74,101.3,2.5
5494,18.27,70.74,101.3,2.5
5495,18.27,70.75,101.3,2.5
5496,18.26,70.76,101.3,2.5
5497,18.26,70.77,101.3,2.5
5498,18.25,70.77,101.3,2.5
5499,18.25,70.78,101.3,2.5
5500,18.25,70.79,101.3,2.5
5501,18.24,70.8,101.3,2.5
5502,18.24,70.8,101.3,2.5
5503,18.23,70.81,101.3,2.5
5504,18.23,70.82,101.3,2.5
5505,18.23,70.82,101.3,2.5
5506,18.22,70.83,101.3,2.5
5507,18.22,70.84,101.3,2.5
5508,18.21,70.85,101.3,2.5
5509,18.21,70.85,101.3,2.5
5510,18.21,70.86,101.3,2.5
5511,18.2,70.87,101.3,2.5
5512,18.2,70.88,101.3,2.5
5513,18.2,70.88,101.3,2.5
5514,18.19,70.89,101.3,2.5
5515,18.19,70.9,101.3,2.5
5516,18.18,70.91,101.3,2.5
5517,18.18,70.91,101.3,2.5
5518,18.18,70.92,101.3,2.5
5519,18.17,70.93,101.3,2.5
5520,18.17,70.94,101.3,2.5
5521,18.16,70.94,101.3,2.5
5522,18.16,70.95,101.3,2.5
5523,18.16,70.96,101.3,2.5
5524,18.15,70.97,101.3,2.5
5525,18.15,70.97,101.3,2.5
5526,18.14,70.98,101.3,2.5
5527,18.14,70.99,101.3,2.5
5528,18.14,70.99,101.3,2.5
5529,18.13,71,101.3,2.5
5530,18.13,71.01,101.3,2.5
5531,18.12,71.02,101.3,2.5
5532,18.12,71.02,101.3,2.5
5533,18.12,71.03,101.3,2.5
5534,18.11,71.04,101.3,2.5
5535,18.11,71.05,101.3,2.5
5536,18.11,71.05,101.3,2.5
5537,18.1,71.06,101.3,2.5
5538,18.1,71.07,101.3,2.5
5539,18.09,71.07,101.3,2.5
5540,18.09,71.08,101.3,2.5
5541,18.09,71.09,101.3,2.5
5542,18.08,71.1,101.3,2.5
5543,18.08,71.1,101.3,2.5
5544,18.07,71.11,101.3,2.5
5545,18.07,71.12,101.3,2.5
5546,18.07,71.13,101.3,2.5
5547,18.06,71.13,101.3,2.5
5548,18.06,71.14,101.3,2.5
5549,18.05,71.15,101.3,2.5
5550,18.05,71.15,101.3,2.5
5551,18.05,71.16,101.3,2.5
5552,18.04,71.17,101.3,2.5
5553,18.04,71.18,101.3,2.5
5554,18.04,71.18,101.3,2.5
5555,18.03,71.19,101.3,2.5
5556,18.03,71.2,101.3,2.5
5557,18.02,71.2,101.3,2.5
5558,18.02,71.21,101.3,2.5
5559,18.02,71.22,101.3,2.5
5560,18.01,71.23,101.3,2.5
5561,18.01,71.23,101.3,2.5
5562,18.01,71.24,101.3,2.5
5563,18,71.25,101.3,2.5
5564,18,71.25,101.3,2.5
5565,17.99,71.26,101.3,2.5
5566,17.99,71.27,101.3,2.5
5567,17.99,71.28,101.3,2.5
5568,17.98,71.28,101.3,2.5
5569,17.98,71.29,101.3,2.5
5570,17.97,71.3,101.3,2.5
5571,17.97,71.3,101.3,2.5
5572,17.97,71.31,101.3,2.5
5573,17.96,71.32,101.3,2.5
5574,17.96,71.33,101.3,2.5
5575,17.96,71.33,101.3,2.5
5576,17.95,71.34,101.3,2.5
5577,17.95,71.35,101.3,2.5
5578,17.94,71.35,101.3,2.5
5579,17.94,71.36,101.3,2.5
5580,17.94,71.37,101.3,2.5
5581,17.93,71.37,101.3,2.5
5582,17.93,71.38,101.3,2.5
5583,17.93,71.39,101.3,2.5
5584,17.92,71.4,101.3,2.5
5585,17.92,71.4,101.3,2.5
5586,17.91,71.41,101.3,2.5
5587,17.91,71.42,101.3,2.5
5588,17.91,71.42,101.3,2.5
5589,17.9,71.43,101.3,2.5
5590,17.9,71.44,101.3,2.5
5591,17.9,71.44,101.3,2.5
5592,17.89,71.45,101.3,2.5
5593,17.89,71.46,101.3,2.5
5594,17.89,71.47,101.3,2.5
5595,17.88,71.47,101.3,2.5
5596,17.88,71.48,101.3,2.5
5597,17.87,71.49,101.3,2.5
5598,17.87,71.49,101.3,2.5
5599,17.87,71.5,101.3,2.5
5600,17.86,71.51,101.3,2.5
5601,17.86,71.51,101.3,2.5
5602,17.86,71.52,101.3,2.5
5603,17.85,71.53,101.3,2.5
5604,17.85,71.53,101.3,2.5
5605,17.84,71.54,101.3,2.5
5606,17.84,71.55,101.3,2.5
5607,17.84,71.55,101.3,2.5
5608,17.83,71.56,101.3,2.5
5609,17.83,71.57,101.3,2.5
5610,17.83,71.58,101.3,2.5
5611,17.82,71.58,101.3,2.5
5612,17.82,71.59,101.3,2.5
5613,17.82,71.6,101.3,2.5
5614,17.81,71.6,101.3,2.5
5615,17.81,71.61,101.3,2.5
5616,17.8,71.62,101.3,2.5
5617,17.8,71.62,101.3,2.5
5618,17.8,71.63,101.3,2.5
5619,17.79,71.64,101.3,2.5
5620,17.79,71.64,101.3,2.5
5621,17.79,71.65,101.3,2.5
5622,17.78,71.66,101.3,2.5
5623,17.78,71.66,101.3,2.5
5624,17.78,71.67,101.3,2.5
5625,17.77,71.68,101.3,2.5
5626,17.77,71.68,101.3,2.5
5627,17.76,71.69,101.3,2.5
5628,17.76,71.7,101.3,2.5
5629,17.76,71.7,101.3,2.5
5630,17.75,71.71,101.3,2.5
5631,17.75,71.72,101.3,2.5
5632,17.75,71.72,101.3,2.5
5633,17.74,71.73,101.3,2.5
5634,17.74,71.74,101.3,2.5
5635,17.74,71.74,101.3,2.5
5636,17.73,71.75,101.3,2.5
5637,17.73,71.76,101.3,2.5
5638,17.73,71.76,101.3,2.5
5639,17.72,71.77,101.3,2.5
5640,17.72,71.78,101.3,2.5
5641,17.71,71.78,101.3,2.5
5642,17.71,71.79,101.3,2.5
5643,17.71,71.8,101.3,2.5
5644,17.7,71.8,101.3,2.5
5645,17.7,71.81,101.3,2.5
5646,17.7,71.82,101.3,2.5
5647,17.69,71.82,101.3,2.5
5648,17.69,71.83,101.3,2.5
5649,17.69,71.84,101.3,2.5
5650,17.68,71.84,101.3,2.5
5651,17.68,71.85,101.3,2.5
5652,17.68,71.86,101.3,2.5
5653,17.67,71.86,101.3,2.5
5654,17.67,71.87,101.3,2.5
5655,17.67,71.88,101.3,2.5
5656,17.66,71.88,101.3,2.5
5657,17.66,71.89,101.3,2.5
5658,17.65,71.9,101.3,2.5
5659,17.65,71.9,101.3,2.5
5660,17.65,71.91,101.3,2.5
5661,17.64,71.92,101.3,2.5
5662,17.64,71.92,101.3,2.5
5663,17.64,71.93,101.3,2.5
5664,17.63,71.94,101.3,2.5
5665,17.63,71.94,101.3,2.5
5666,17.63,71.95,101.3,2.5
5667,17.62,71.96,101.3,2.5
5668,17.62,71.96,101.3,2.5
5669,17.62,71.97,101.3,2.5
5670,17.61,71.98,101.3,2.5
5671,17.61,71.98,101.3,2.5
5672,17.61,71.99,101.3,2.5
5673,17.6,71.99,101.3,2.5
5674,17.6,72,101.3,2.5
5675,17.6,72.01,101.3,2.5
5676,17.59,72.01,101.3,2.5
5677,17.59,72.02,101.3,2.5
5678,17.59,72.03,101.3,2.5
5679,17.58,72.03,101.3,2.5
5680,17.58,72.04,101.3,2.5
5681,17.58,72.05,101.3,2.5
5682,17.57,72.05,101.3,2.5
5683,17.57,72.06,101.3,2.5
5684,17.57,72.07,101.3,2.5
5685,17.56,72.07,101.3,2.5
5686,17.56,72.08,101.3,2.5
5687,17.55,72.08,101.3,2.5
5688,17.55,72.09,101.3,2.5
5689,17.55,72.1,101.3,2.5
5690,17.54,72.1,101.3,2.5
5691,17.54,72.11,101.3,2.5
5692,17.54,72.12,101.3,2.5
5693,17.53,72.12,101.3,2.5
5694,17.53,72.13,101.3,2.5
5695,17.53,72.14,101.3,2.5
5696,17.52,72.14,101.3,2.5
5697,17.52,72.15,101.3,2.5
5698,17.52,72.15,101.3,2.5
5699,17.51,72.16,101.3,2.5
5700,17.51,72.17,101.3,2.5
5701,17.51,72.17,101.3,2.5
5702,17.5,72.18,101.3,2.5
5703,17.5,72.19,101.3,2.5
5704,17.5,72.19,101.3,2.5
5705,17.49,72.2,101.3,2.5
5706,17.49,72.2,101.3,2.5
5707,17.49,72.21,101.3,2.5
5708,17.48,72.22,101.3,2.5
5709,17.48,72.22,101.3,2.5
5710,17.48,72.23,101.3,2.5
5711,17.47,72.24,101.3,2.5
5712,17.47,72.24,101.3,2.5
5713,17.47,72.25,101.3,2.5
5714,17.46,72.25,101.3,2.5
5715,17.46,72.26,101.3,2.5
5716,17.46,72.27,101.3,2.5
5717,17.45,72.27,101.3,2.5
5718,17.45,72.28,101.3,2.5
5719,17.45,72.29,101.3,2.5
5720,17.44,72.29,101.3,2.5
5721,17.44,72.3,101.3,2.5
5722,17.44,72.3,101.3,2.5
5723,17.43,72.31,101.3,2.5
5724,17.43,72.32,101.3,2.5
5725,17.43,72.32,101.3,2.5
5726,17.42,72.33,101.3,2.5
5727,17.42,72.33,101.3,2.5
5728,17.42,72.34,101.3,2.5
5729,17.42,72.35,101.3,2.5
5730,17.41,72.35,101.3,2.5
5731,17.41,72.36,101.3,2.5
5732,17.41,72.36,101.3,2.5
5733,17.4,72.37,101.3,2.5
5734,17.4,72.38,101.3,2.5
5735,17.4,72.38,101.3,2.5
5736,17.39,72.39,101.3,2.5
5737,17.39,72.4,101.3,2.5
5738,17.39,72.4,101.3,2.5
5739,17.38,72.41,101.3,2.5
5740,17.38,72.41,101.3,2.5
5741,17.38,72.42,101.3,2.5
5742,17.37,72.43,101.3,2.5
5743,17.37,72.43,101.3,2.5
5744,17.37,72.44,101.3,2.5
5745,17.36,72.44,101.3,2.5
5746,17.36,72.45,101.3,2.5
5747,17.36,72.46,101.3,2.5
5748,17.35,72.46,101.3,2.5
5749,17.35,72.47,101.3,2.5
5750,17.35,72.47,101.3,2.5
5751,17.34,72.48,101.3,2.5
5752,17.34,72.49,101.3,2.5
5753,17.34,72.49,101.3,2.5
5754,17.33,72.5,101.3,2.5
5755,17.33,72.5,101.3,2.5
5756,17.33,72.51,101.3,2.5
5757,17.33,72.52,101.3,2.5
5758,17.32,72.52,101.3,2.5
5759,17.32,72.53,101.3,2.5
5760,17.32,72.53,101.3,2.5
5761,17.31,72.54,101.3,2.5
5762,17.31,72.54,101.3,2.5
5763,17.31,72.55,101.3,2.5
5764,17.3,72.56,101.3,2.5
5765,17.3,72.56,101.3,2.5
5766,17.3,72.57,101.3,2.5
5767,17.29,72.57,101.3,2.5
5768,17.29,72.58,101.3,2.5
5769,17.29,72.59,101.3,2.5
5770,17.28,72.59,101.3,2.5
5771,17.28,72.6,101.3,2.5
5772,17.28,72.6,101.3,2.5
5773,17.28,72.61,101.3,2.5
5774,17.27,72.62,101.3,2.5
5775,17.27,72.62,101.3,2.5
5776,17.27,72.63,101.3,2.5
5777,17.26,72.63,101.3,2.5
5778,17.26,72.64,101.3,2.5
5779,17.26,72.64,101.3,2.5
5780,17.25,72.65,101.3,2.5
5781,17.25,72.66,101.3,2.5
5782,17.25,72.66,101.3,2.5
5783,17.24,72.67,101.3,2.5
5784,17.24,72.67,101.3,2.5
5785,17.24,72.68,101.3,2.5
5786,17.23,72.68,101.3,2.5
5787,17.23,72.69,101.3,2.5
5788,17.23,72.7,101.3,2.5
5789,17.23,72.7,101.3,2.5
5790,17.22,72.71,101.3,2.5
5791,17.22,72.71,101.3,2.5
5792,17.22,72.72,101.3,2.5
5793,17.21,72.72,101.3,2.5
5794,17.21,72.73,101.3,2.5
5795,17.21,72.74,101.3,2.5
5796,17.2,72.74,101.3,2.5
5797,17.2,72.75,101.3,2.5
5798,17.2,72.75,101.3,2.5
5799,17.2,72.76,101.3,2.5
5800,17.19,72.76,101.3,2.5
5801,17.19,72.77,101.3,2.5
5802,17.19,72.78,101.3,2.5
5803,17.18,72.78,101.3,2.5
5804,17.18,72.79,101.3,2.5
5805,17.18,72.79,101.3,2.5
5806,17.17,72.8,101.3,2.5
5807,17.17,72.8,101.3,2.5
5808,17.17,72.81,101.3,2.5
5809,17.17,72.81,101.3,2.5
5810,17.16,72.82,101.3,2.5
5811,17.16,72.83,101.3,2.5
5812,17.16,72.83,101.3,2.5
5813,17.15,72.84,101.3,2.5
5814,17.15,72.84,101.3,2.5
5815,17.15,72.85,101.3,2.5
5816,17.14,72.85,101.3,2.5
5817,17.14,72.86,101.3,2.5
5818,17.14,72.86,101.3,2.5
5819,17.14,72.87,101.3,2.5
5820,17.13,72.88,101.3,2.5
5821,17.13,72.88,101.3,2.5
5822,17.13,72.89,101.3,2.5
5823,17.12,72.89,101.3,2.5
5824,17.12,72.9,101.3,2.5
5825,17.12,72.9,101.3,2.5
5826,17.12,72.91,101.3,2.5
5827,17.11,72.91,101.3,2.5
5828,17.11,72.92,101.3,2.5
5829,17.11,72.93,101.3,2.5
5830,17.1,72.93,101.3,2.5
5831,17.1,72.94,101.3,2.5
5832,17.1,72.94,101.3,2.5
5833,17.09,72.95,101.3,2.5
5834,17.09,72.95,101.3,2.5
5835,17.09,72.96,101.3,2.5
5836,17.09,72.96,101.3,2.5
5837,17.08,72.97,101.3,2.5
5838,17.08,72.97,101.3,2.5
5839,17.08,72.98,101.3,2.5
5840,17.07,72.98,101.3,2.5
5841,17.07,72.99,101.3,2.5
5842,17.07,73,101.3,2.5
5843,17.07,73,101.3,2.5
5844,17.06,73.01,101.3,2.5
5845,17.06,73.01,101.3,2.5
5846,17.06,73.02,101.3,2.5
5847,17.05,73.02,101.3,2.5
5848,17.05,73.03,101.3,2.5
5849,17.05,73.03,101.3,2.5
5850,17.05,73.04,101.3,2.5
5851,17.04,73.04,101.3,2.5
5852,17.04,73.05,101.3,2.5
5853,17.04,73.05,101.3,2.5
5854,17.03,73.06,101.3,2.5
5855,17.03,73.07,101.3,2.5
5856,17.03,73.07,101.3,2.5
5857,17.03,73.08,101.3,2.5
5858,17.02,73.08,101.3,2.5
5859,17.02,73.09,101.3,2.5
5860,17.02,73.09,101.3,2.5
5861,17.02,73.1,101.3,2.5
5862,17.01,73.1,101.3,2.5
5863,17.01,73.11,101.3,2.5
5864,17.01,73.11,101.3,2.5
5865,17,73.12,101.3,2.5
5866,17,73.12,101.3,2.5
5867,17,73.13,101.3,2.5
5868,17,73.13,101.3,2.5
5869,16.99,73.14,101.3,2.5
5870,16.99,73.14,101.3,2.5
5871,16.99,73.15,101.3,2.5
5872,16.98,73.15,101.3,2.5
5873,16.98,73.16,101.3,2.5
5874,16.98,73.16,101.3,2.5
5875,16.98,73.17,101.3,2.5
5876,16.97,73.17,101.3,2.5
5877,16.97,73.18,101.3,2.5
5878,16.97,73.18,101.3,2.5
5879,16.97,73.19,101.3,2.5
5880,16.96,73.2,101.3,2.5
5881,16.96,73.2,101.3,2.5
5882,16.96,73.21,101.3,2.5
5883,16.95,73.21,101.3,2.5
5884,16.95,73.22,101.3,2.5
5885,16.95,73.22,101.3,2.5
5886,16.95,73.23,101.3,2.5
5887,16.94,73.23,101.3,2.5
5888,16.94,73.24,101.3,2.5
5889,16.94,73.24,101.3,2.5
5890,16.94,73.25,101.3,2.5
5891,16.93,73.25,101.3,2.5
5892,16.93,73.26,101.3,2.5
5893,16.93,73.26,101.3,2.5
5894,16.92,73.27,101.3,2.5
5895,16.92,73.27,101.3,2.5
5896,16.92,73.28,101.3,2.5
5897,16.92,73.28,101.3,2.5
5898,16.91,73.29,101.3,2.5
5899,16.91,73.29,101.3,2.5
5900,16.91,73.3,101.3,2.5
5901,16.91,73.3,101.3,2.5
5902,16.9,73.31,101.3,2.5
5903,16.9,73.31,101.3,2.5
5904,16.9,73.32,101.3,2.5
5905,16.9,73.32,101.3,2.5
5906,16.89,73.33,101.3,2.5
5907,16.89,73.33,101.3,2.5
5908,16.89,73.34,101.3,2.5
5909,16.89,73.34,101.3,2.5
5910,16.88,73.35,101.3,2.5
5911,16.88,73.35,101.3,2.5
5912,16.88,73.36,101.3,2.5
5913,16.87,73.36,101.3,2.5
5914,16.87,73.37,101.3,2.5
5915,16.87,73.37,101.3,2.5
5916,16.87,73.37,101.3,2.5
5917,16.86,73.38,101.3,2.5
5918,16.86,73.38,101.3,2.5
5919,16.86,73.39,101.3,2.5
5920,16.86,73.39,101.3,2.5
5921,16.85,73.4,101.3,2.5
5922,16.85,73.4,101.3,2.5
5923,16.85,73.41,101.3,2.5
5924,16.85,73.41,101.3,2.5
5925,16.84,73.42,101.3,2.5
5926,16.84,73.42,101.3,2.5
5927,16.84,73.43,101.3,2.5
5928,16.84,73.43,101.3,2.5
5929,16.83,73.44,101.3,2.5
5930,16.83,73.44,101.3,2.5
5931,16.83,73.45,101.3,2.5
5932,16.83,73.45,101.3,2.5
5933,16.82,73.46,101.3,2.5
5934,16.82,73.46,101.3,2.5
5935,16.82,73.47,101.3,2.5
5936,16.82,73.47,101.3,2.5
5937,16.81,73.48,101.3,2.5
5938,16.81,73.48,101.3,2.5
5939,16.81,73.49,101.3,2.5
5940,16.81,73.49,101.3,2.5
5941,16.8,73.49,101.3,2.5
5942,16.8,73.5,101.3,2.5
5943,16.8,73.5,101.3,2.5
5944,16.8,73.51,101.3,2.5
5945,16.79,73.51,101.3,2.5
5946,16.79,73.52,101.3,2.5
5947,16.79,73.52,101.3,2.5
5948,16.79,73.53,101.3,2.5
5949,16.78,73.53,101.3,2.5
5950,16.78,73.54,101.3,2.5
5951,16.78,73.54,101.3,2.5
5952,16.78,73.55,101.3,2.5
5953,16.77,73.55,101.3,2.5
5954,16.77,73.55,101.3,2.5
5955,16.77,73.56,101.3,2.5
5956,16.77,73.56,101.3,2.5
5957,16.76,73.57,101.3,2.5
5958,16.76,73.57,101.3,2.5
5959,16.76,73.58,101.3,2.5
5960,16.76,73.58,101.3,2.5
5961,16.75,73.59,101.3,2.5
5962,16.75,73.59,101.3,2.5
5963,16.75,73.6,101.3,2.5
5964,16.75,73.6,101.3,2.5
5965,16.74,73.61,101.3,2.5
5966,16.74,73.61,101.3,2.5
5967,16.74,73.61,101.3,2.5
5968,16.74,73.62,101.3,2.5
5969,16.73,73.62,101.3,2.5
5970,16.73,73.63,101.3,2.5
5971,16.73,73.63,101.3,2.5
5972,16.73,73.64,101.3,2.5
5973,16.72,73.64,101.3,2.5
5974,16.72,73.65,101.3,2.5
5975,16.72,73.65,101.3,2.5
5976,16.72,73.65,101.3,2.5
5977,16.72,73.66,101.3,2.5
5978,16.71,73.66,101.3,2.5
5979,16.71,73.67,101.3,2.5
5980,16.71,73.67,101.3,2.5
5981,16.71,73.68,101.3,2.5
5982,16.7,73.68,101.3,2.5
5983,16.7,73.69,101.3,2.5
5984,16.7,73.69,101.3,2.5
5985,16.7,73.69,101.3,2.5
5986,16.69,73.7,101.3,2.5
5987,16.69,73.7,101.3,2.5
5988,16.69,73.71,101.3,2.5
5989,16.69,73.71,101.3,2.5
5990,16.68,73.72,101.3,2.5
5991,16.68,73.72,101.3,2.5
5992,16.68,73.72,101.3,2.5
5993,16.68,73.73,101.3,2.5
5994,16.68,73.73,101.3,2.5
5995,16.67,73.74,101.3,2.5
5996,16.67,73.74,101.3,2.5
5997,16.67,73.75,101.3,2.5
5998,16.67,73.75,101.3,2.5
5999,16.66,73.76,101.3,2.5
6000,16.66,73.76,101.3,2.5
6001,16.66,73.76,101.3,2.5
6002,16.66,73.77,101.3,2.5
6003,16.65,73.77,101.3,2.5
6004,16.65,73.78,101.3,2.5
6005,16.65,73.78,101.3,2.5
6006,16.65,73.79,101.3,2.5
6007,16.65,73.79,101.3,2.5
6008,16.64,73.79,101.3,2.5
6009,16.64,73.8,101.3,2.5
6010,16.64,73.8,101.3,2.5
6011,16.64,73.81,101.3,2.5
6012,16.63,73.81,101.3,2.5
6013,16.63,73.81,101.3,2.5
6014,16.63,73.82,101.3,2.5
6015,16.63,73.82,101.3,2.5
6016,16.63,73.83,101.3,2.5
6017,16.62,73.83,101.3,2.5
6018,16.62,73.84,101.3,2.5
6019,16.62,73.84,101.3,2.5
6020,16.62,73.84,101.3,2.5
6021,16.61,73.85,101.3,2.5
6022,16.61,73.85,101.3,2.5
6023,16.61,73.86,101.3,2.5
6024,16.61,73.86,101.3,2.5
6025,16.61,73.86,101.3,2.5
6026,16.6,73.87,101.3,2.5
6027,16.6,73.87,101.3,2.5
6028,16.6,73.88,101.3,2.5
6029,16.6,73.88,101.3,2.5
6030,16.59,73.88,101.3,2.5
6031,16.59,73.89,101.3,2.5
6032,16.59,73.89,101.3,2.5
6033,16.59,73.9,101.3,2.5
6034,16.59,73.9,101.3,2.5
6035,16.58,73.91,101.3,2.5
6036,16.58,73.91,101.3,2.5
6037,16.58,73.91,101.3,2.5
6038,16.58,73.92,101.3,2.5
6039,16.58,73.92,101.3,2.5
6040,16.57,73.93,101.3,2.5
6041,16.57,73.93,101.3,2.5
6042,16.57,73.93,101.3,2.5
6043,16.57,73.94,101.3,2.5
6044,16.56,73.94,101.3,2.5
6045,16.56,73.95,101.3,2.5
6046,16.56,73.95,101.3,2.5
6047,16.56,73.95,101.3,2.5
6048,16.56,73.96,101.3,2.5
6049,16.55,73.96,101.3,2.5
6050,16.55,73.96,101.3,2.5
6051,16.55,73.97,101.3,2.5
6052,16.55,73.97,101.3,2.5
6053,16.55,73.98,101.3,2.5
6054,16.54,73.98,101.3,2.5
6055,16.54,73.98,101.3,2.5
6056,16.54,73.99,101.3,2.5
6057,16.54,73.99,101.3,2.5
6058,16.54,74,101.3,2.5
6059,16.53,74,101.3,2.5
6060,16.53,74,101.3,2.5
6061,16.53,74.01,101.3,2.5
6062,16.53,74.01,101.3,2.5
6063,16.53,74.02,101.3,2.5
6064,16.52,74.02,101.3,2.5
6065,16.52,74.02,101.3,2.5
6066,16.52,74.03,101.3,2.5
6067,16.52,74.03,101.3,2.5
6068,16.52,74.03,101.3,2.5
6069,16.51,74.04,101.3,2.5
6070,16.51,74.04,101.3,2.5
6071,16.51,74.05,101.3,2.5
6072,16.51,74.05,101.3,2.5
6073,16.5,74.05,101.3,2.5
6074,16.5,74.06,101.3,2.5
6075,16.5,74.06,101.3,2.5
6076,16.5,74.06,101.3,2.5
6077,16.5,74.07,101.3,2.5
6078,16.49,74.07,101.3,2.5
6079,16.49,74.08,101.3,2.5
6080,16.49,74.08,101.3,2.5
6081,16.49,74.08,101.3,2.5
6082,16.49,74.09,101.3,2.5
6083,16.49,74.09,101.3,2.5
6084,16.48,74.09,101.3,2.5
6085,16.48,74.1,101.3,2.5
6086,16.48,74.1,101.3,2.5
6087,16.48,74.11,101.3,2.5
6088,16.48,74.11,101.3,2.5
6089,16.47,74.11,101.3,2.5
6090,16.47,74.12,101.3,2.5
6091,16.47,74.12,101.3,2.5
6092,16.47,74.12,101.3,2.5
6093,16.47,74.13,101.3,2.5
6094,16.46,74.13,101.3,2.5
6095,16.46,74.13,101.3,2.5
6096,16.46,74.14,101.3,2.5
6097,16.46,74.14,101.3,2.5
6098,16.46,74.15,101.3,2.5
6099,16.45,74.15,101.3,2.5
6100,16.45,74.15,101.3,2.5
6101,16.45,74.16,101.3,2.5
6102,16.45,74.16,101.3,2.5
6103,16.45,74.16,101.3,2.5
6104,16.44,74.17,101.3,2.5
6105,16.44,74.17,101.3,2.5
6106,16.44,74.17,101.3,2.5
6107,16.44,74.18,101.3,2.5
6108,16.44,74.18,101.3,2.5
6109,16.44,74.18,101.3,2.5
6110,16.43,74.19,101.3,2.5
6111,16.43,74.19,101.3,2.5
6112,16.43,74.19,101.3,2.5
6113,16.43,74.2,101.3,2.5
6114,16.43,74.2,101.3,2.5
6115,16.42,74.2,101.3,2.5
6116,16.42,74.21,101.3,2.5
6117,16.42,74.21,101.3,2.5
6118,16.42,74.22,101.3,2.5
6119,16.42,74.22,101.3,2.5
6120,16.41,74.22,101.3,2.5
6121,16.41,74.23,101.3,2.5
6122,16.41,74.23,101.3,2.5
6123,16.41,74.23,101.3,2.5
6124,16.41,74.24,101.3,2.5
6125,16.41,74.24,101.3,2.5
6126,16.4,74.24,101.3,2.5
6127,16.4,74.25,101.3,2.5
6128,16.4,74.25,101.3,2.5
6129,16.4,74.25,101.3,2.5
6130,16.4,74.26,101.3,2.5
6131,16.4,74.26,101.3,2.5
6132,16.39,74.26,101.3,2.5
6133,16.39,74.27,101.3,2.5
6134,16.39,74.27,101.3,2.5
6135,16.39,74.27,101.3,2.5
6136,16.39,74.28,101.3,2.5
6137,16.38,74.28,101.3,2.5
6138,16.38,74.28,101.3,2.5
6139,16.38,74.29,101.3,2.5
6140,16.38,74.29,101.3,2.5
6141,16.38,74.29,101.3,2.5
6142,16.38,74.3,101.3,2.5
6143,16.37,74.3,101.3,2.5
6144,16.37,74.3,101.3,2.5
6145,16.37,74.31,101.3,2.5
6146,16.37,74.31,101.3,2.5
6147,16.37,74.31,101.3,2.5
6148,16.37,74.31,101.3,2.5
6149,16.36,74.32,101.3,2.5
6150,16.36,74.32,101.3,2.5
6151,16.36,74.32,101.3,2.5
6152,16.36,74.33,101.3,2.5
6153,16.36,74.33,101.3,2.5
6154,16.36,74.33,101.3,2.5
6155,16.35,74.34,101.3,2.5
6156,16.35,74.34,101.3,2.5
6157,16.35,74.34,101.3,2.5
6158,16.35,74.35,101.3,2.5
6159,16.35,74.35,101.3,2.5
6160,16.35,74.35,101.3,2.5
6161,16.34,74.36,101.3,2.5
6162,16.34,74.36,101.3,2.5
6163,16.34,74.36,101.3,2.5
6164,16.34,74.37,101.3,2.5
6165,16.34,74.37,101.3,2.5
6166,16.34,74.37,101.3,2.5
6167,16.33,74.37,101.3,2.5
6168,16.33,74.38,101.3,2.5
6169,16.33,74.38,101.3,2.5
6170,16.33,74.38,101.3,2.5
6171,16.33,74.39,101.3,2.5
6172,16.33,74.39,101.3,2.5
6173,16.32,74.39,101.3,2.5
6174,16.32,74.4,101.3,2.5
6175,16.32,74.4,101.3,2.5
6176,16.32,74.4,101.3,2.5
6177,16.32,74.41,101.3,2.5
6178,16.32,74.41,101.3,2.5
6179,16.31,74.41,101.3,2.5
6180,16.31,74.41,101.3,2.5
6181,16.31,74.42,101.3,2.5
6182,16.31,74.42,101.3,2.5
6183,16.31,74.42,101.3,2.5
6184,16.31,74.43,101.3,2.5
